Age;pred.fit...1.;pred.SEP.boot...1.;pred.fit...1..1;pred.SEP.boot...1..1;pred.fit...1..2;pred.SEP.boot...1..2;pred.fit...1..3;pred.SEP.boot...1..3
56651,1466;4,165149193;3,695780001;948,0591482;268,3451365;46,97163736;12,79792016;-7,431556107;5,076111093
59238,9995;5,373436713;3,651091481;1116,587565;293,9532111;15,80716389;2,840263586;-6,164101833;4,731357899
56853,34175;6,063070584;3,454320049;1068,796525;284,5801472;52,59372111;12,91341048;-4,730523129;4,755056808
57537,21846;2,971351118;3,72574205;943,6202198;269,9047132;40,08251362;10,71012275;-8,669444505;5,081933221
57084,2988;3,52709342;3,726126553;870,5454185;265,2515601;47,10371207;12,76943007;-7,435074142;5,147515469
57302,17163;2,600938142;3,777696593;845,5447294;264,0751111;40,46337219;12,16836683;-8,29713266;5,177421811
57554,53652;3,074504737;3,689579026;895,7080768;265,6946071;40,42335854;11,64149176;-8,923475906;5,107155064
57206,46392;2,79085766;3,492948895;997,2753129;269,6950242;47,32523587;13,42131006;-8,321939454;4,855921447
59953,5967;3,172795751;3,75458561;987,554308;284,7537309;15,09152582;2,819537354;-7,981264821;4,898979108
60004,63935;4,004955513;3,747549793;994,013994;281,6287802;15,69284273;2,80794564;-6,827759952;4,898160284
