"";"Ages";"optima";"mean";"Ages.1";"X0.5_inf";"X0.5_sup";"X0.95_inf";"X0.95_sup";"Ages.2";"optima.1";"mean.1";"Ages.3";"X0.5_inf.1";"X0.5_sup.1";"X0.95_inf.1";"X0.95_sup.1";"Ages.4";"optima.2";"mean.2";"Ages.5";"X0.5_inf.2";"X0.5_sup.2";"X0.95_inf.2";"X0.95_sup.2";"Ages.6";"optima.3";"mean.3";"Ages.7";"X0.5_inf.3";"X0.5_sup.3";"X0.95_inf.3";"X0.95_sup.3"
"65";65;12,6533266633317;12,6554955794285;65;9,12356178089044;16,2111055527764;2,31615807903952;22,9904952476238;65;389,884942471237;601,631715178678;65;257,968984492247;592,15607803902;120,190095047525;1281,05052526263;65;3,45872936468234;3,45972297738064;65;-0,773386693346673;7,69084542271136;-8,87743871935968;15,8249124562281;65;21,335667833917;21,3409547433064;65;18,1750875437719;24,5232616308154;12,0700350175088;30,6013006503252
"66";66;11,9249624812406;11,9356871161789;66;8,3951975987994;15,4827413706853;1,58779389694848;22,2621310655328;66;372,296148074038;568,559360890901;66;246,243121560781;559,90995497749;115,792896448225;1204,8324162081;66;2,52826413206603;2,51735621247301;66;-1,73386693346674;6,76038019009505;-9,83791895947974;14,8944472236118;66;20,7143571785893;20,7082352700508;66;17,5267633816908;23,8749374687344;11,4217108554277;29,9799899949975
"67";67;12,7093546773387;12,7068231034689;67;9,23561780890445;16,1550775387694;2,62431215607804;22,7663831915958;67;403,076538269135;616,516280037127;67;266,763381690846;608,279139569786;124,587293646824;1305,967983992;67;3,45872936468234;3,46268833618011;67;-0,683341670835418;7,6008004002001;-8,60730365182591;15,5547773886943;67;21,3896948474237;21,3880871416779;67;18,2831415707854;24,496248124062;12,3131565782891;30,4392196098049
"68";68;12,4012006003002;12,3921599800703;68;8,95547773886944;15,8189094547274;2,37218609304652;22,4302151075538;68;359,104552276139;557,203618784419;68;235,982991495749;546,718359179591;108,464232116059;1191,64082041021;68;2,91845922961481;2,9105808104594;68;-1,16358179089545;7,00050025012506;-8,99749874937469;14,8344172086043;68;21,0925462731366;21,1016871155608;68;18,040020010005;24,1720860430215;12,1240620310155;30,0610305152576
"69";69;12,8494247123562;12,847009805252;69;9,40370185092547;16,2671335667834;2,82041020510255;22,8504252126063;69;367,898949474738;566,054209293811;69;243,311655827915;556,978489244623;112,861430715359;1201,90095047524;69;3,93896948474237;3,93927701083236;69;-0,203101550775386;8,08104052026013;-8,12706353176588;16,0350175087544;69;21,5247623811906;21,5313944418865;69;18,4452226113057;24,6043021510755;12,5562781390695;30,520260130065
"70";70;9,62781390695348;9,61415377143276;70;6,63031515757879;12,6253126563282;0,859429714857431;18,368184092046;70;565,772886443222;722,857576639336;70;422,131065532767;759,249624812407;243,311655827915;1325,02251125563;70;-0,413206603301653;-0,416563230045295;70;-3,80490245122561;2,97848924462231;-10,3181590795398;9,46173086543272;70;19,1475737868934;19,1529884159433;70;16,4192096048024;21,9029514757379;11,1245622811406;27,1705852926463
"71";71;9,76788394197099;9,77314271769571;71;6,93846923461731;12,6253126563282;1,47573786893447;18,0600300150075;71;606,813406703352;762,994506963252;71;457,308654327164;804,687343671837;268,22911455728;1377,78889444722;71;-0,293146573286641;-0,283287392279992;71;-3,53476738369185;2,97848924462231;-9,80790395197599;9,2216108054027;71;19,0935467733867;19,0860676620884;71;16,392196098049;21,7948974487244;11,2056028014007;26,9544772386193
"72";72;9,76788394197099;9,77314271769571;72;6,93846923461731;12,6253126563282;1,47573786893447;18,0600300150075;72;606,813406703352;762,994506963252;72;457,308654327164;804,687343671837;268,22911455728;1377,78889444722;72;-0,293146573286641;-0,283287392279992;72;-3,53476738369185;2,97848924462231;-9,80790395197599;9,2216108054027;72;19,0935467733867;19,0860676620884;72;16,392196098049;21,7948974487244;11,2056028014007;26,9544772386193
"73";73;12,4012006003002;12,3941601116278;73;10,0200100050025;14,7543771885943;5,48174087043522;19,2926463231616;73;592,15607803902;768,900247174377;73;436,788394197099;804,687343671837;244,777388694348;1433,48674337169;73;2,97848924462231;2,97039934110028;73;0,127063531765884;5,79989994997499;-5,3056528264132;11,2326163081541;73;21,7948974487244;21,7822220510935;73;19,6608304152076;23,9289644822411;15,5547773886943;28,0350175087544
"74";74;12,4012006003002;12,3941601116278;74;10,0200100050025;14,7543771885943;5,48174087043522;19,2926463231616;74;592,15607803902;768,900247174377;74;436,788394197099;804,687343671837;244,777388694348;1433,48674337169;74;2,97848924462231;2,97039934110028;74;0,127063531765884;5,79989994997499;-5,3056528264132;11,2326163081541;74;21,7948974487244;21,7822220510935;74;19,6608304152076;23,9289644822411;15,5547773886943;28,0350175087544
"75";75;11,1965982991496;11,2084581589138;75;8,22711355677839;14,1940970485243;2,51225612806403;19,9089544772386;75;523,266633316659;692,866397678968;75;381,090545272637;719,67483741871;209,599799899951;1313,29664832416;75;1,38769384692346;1,37870064604707;75;-2,15407703851926;4,89944972486244;-8,90745372686343;11,6528264132066;75;20,6063031515758;20,5975264542536;75;17,823911955978;23,3616808404202;12,5292646323162;28,6833416708354
"76";76;11,1965982991496;11,2084581589138;76;8,22711355677839;14,1940970485243;2,51225612806403;19,9089544772386;76;523,266633316659;692,866397678968;76;381,090545272637;719,67483741871;209,599799899951;1313,29664832416;76;1,38769384692346;1,37870064604707;76;-2,15407703851926;4,89944972486244;-8,90745372686343;11,6528264132066;76;20,6063031515758;20,5975264542536;76;17,823911955978;23,3616808404202;12,5292646323162;28,6833416708354
"77";77;12,2891445722861;12,2872619874432;77;9,20760380190095;15,3706853426713;3,29664832416208;21,2536268134067;77;493,951975987995;676,927769612072;77;350,31015507754;694,757378689346;184,682341170586;1323,5567783892;77;2,85842921460731;2,85792850620762;77;-0,563281640820406;6,28014007003502;-7,13656828414207;12,8534267133567;77;21,2276138069034;21,2304235789354;77;18,3371685842921;24,1180590295148;12,7723861930965;29,6828414207104
"78";78;12,2891445722861;12,2872619874432;78;9,20760380190095;15,3706853426713;3,29664832416208;21,2536268134067;78;493,951975987995;676,927769612072;78;350,31015507754;694,757378689346;184,682341170586;1323,5567783892;78;2,85842921460731;2,85792850620762;78;-0,563281640820406;6,28014007003502;-7,13656828414207;12,8534267133567;78;21,2276138069034;21,2304235789354;78;18,3371685842921;24,1180590295148;12,7723861930965;29,6828414207104
"79";79;12,2891445722861;12,2872619874432;79;9,20760380190095;15,3706853426713;3,29664832416208;21,2536268134067;79;493,951975987995;676,927769612072;79;350,31015507754;694,757378689346;184,682341170586;1323,5567783892;79;2,85842921460731;2,85792850620762;79;-0,563281640820406;6,28014007003502;-7,13656828414207;12,8534267133567;79;21,2276138069034;21,2304235789354;79;18,3371685842921;24,1180590295148;12,7723861930965;29,6828414207104
"80";80;10,216108054027;10,2066119961743;80;7,19059529764883;13,2416208104052;1,36368184092046;19,0405202601301;80;523,266633316659;690,036934946345;80;381,090545272637;716,743371685844;209,599799899951;1304,50225112556;80;1,14757378689345;1,1345165257314;80;-2,12406203101551;4,4192096048024;-8,4272136068034;10,6923461730865;80;19,255627813907;19,2535093631786;80;16,4192096048024;22,0650325162581;11,0165082541271;27,4677338669335
"81";81;10,216108054027;10,2066119961743;81;7,19059529764883;13,2416208104052;1,36368184092046;19,0405202601301;81;523,266633316659;690,036934946345;81;381,090545272637;716,743371685844;209,599799899951;1304,50225112556;81;1,14757378689345;1,1345165257314;81;-2,12406203101551;4,4192096048024;-8,4272136068034;10,6923461730865;81;19,255627813907;19,2535093631786;81;16,4192096048024;22,0650325162581;11,0165082541271;27,4677338669335
"82";82;10,216108054027;10,2066119961743;82;7,19059529764883;13,2416208104052;1,36368184092046;19,0405202601301;82;523,266633316659;690,036934946345;82;381,090545272637;716,743371685844;209,599799899951;1304,50225112556;82;1,14757378689345;1,1345165257314;82;-2,12406203101551;4,4192096048024;-8,4272136068034;10,6923461730865;82;19,255627813907;19,2535093631786;82;16,4192096048024;22,0650325162581;11,0165082541271;27,4677338669335
"83";83;10,2441220610305;10,2474029641761;83;7,21860930465233;13,2976488244122;1,39169584792396;19,1245622811406;83;530,595297648825;692,810680769074;83;389,884942471237;722,606303151577;218,39419709855;1297,1735867934;83;0,457228614307155;0,461833242801649;83;-2,99449724862431;3,90895447723862;-9,62781390695348;10,5422711355678;83;19,5257628814407;19,5219809900708;83;16,7703851925963;22,2811405702851;11,4757378689345;27,5487743871936
"84";84;10,2441220610305;10,2474029641761;84;7,21860930465233;13,2976488244122;1,39169584792396;19,1245622811406;84;530,595297648825;692,810680769074;84;389,884942471237;722,606303151577;218,39419709855;1297,1735867934;84;0,457228614307155;0,461833242801649;84;-2,99449724862431;3,90895447723862;-9,62781390695348;10,5422711355678;84;19,5257628814407;19,5219809900708;84;16,7703851925963;22,2811405702851;11,4757378689345;27,5487743871936
"85";85;10,2441220610305;10,2474029641761;85;7,21860930465233;13,2976488244122;1,39169584792396;19,1245622811406;85;530,595297648825;692,810680769074;85;389,884942471237;722,606303151577;218,39419709855;1297,1735867934;85;0,457228614307155;0,461833242801649;85;-2,99449724862431;3,90895447723862;-9,62781390695348;10,5422711355678;85;19,5257628814407;19,5219809900708;85;16,7703851925963;22,2811405702851;11,4757378689345;27,5487743871936
"86";86;11,5327663831916;11,5290366228271;86;8,59129564782391;14,4742371185593;2,93246623311656;20,1050525262631;86;493,951975987995;652,620492883597;86;360,570285142572;678,63431715858;199,339669834918;1234,14707353677;86;1,80790395197599;1,81109389201112;86;-1,67383691845923;5,31965982991496;-8,39719859929965;12,0130065032516;86;20,5792896448224;20,5702967223146;86;17,8779389694847;23,2536268134067;12,7453726863432;28,4132066033016
"87";87;11,5327663831916;11,5290366228271;87;8,59129564782391;14,4742371185593;2,93246623311656;20,1050525262631;87;493,951975987995;652,620492883597;87;360,570285142572;678,63431715858;199,339669834918;1234,14707353677;87;1,80790395197599;1,81109389201112;87;-1,67383691845923;5,31965982991496;-8,39719859929965;12,0130065032516;87;20,5792896448224;20,5702967223146;87;17,8779389694847;23,2536268134067;12,7453726863432;28,4132066033016
"88";88;11,5327663831916;11,5290366228271;88;8,59129564782391;14,4742371185593;2,93246623311656;20,1050525262631;88;493,951975987995;652,620492883597;88;360,570285142572;678,63431715858;199,339669834918;1234,14707353677;88;1,80790395197599;1,81109389201112;88;-1,67383691845923;5,31965982991496;-8,39719859929965;12,0130065032516;88;20,5792896448224;20,5702967223146;88;17,8779389694847;23,2536268134067;12,7453726863432;28,4132066033016
"89";89;13,3536768384192;13,3637401262302;89;11,3646823411706;15,3426713356678;7,55477738869435;19,1805902951476;89;554,047023511757;739,298964824281;89;401,610805402702;766,578289144573;218,39419709855;1412,96648324162;89;4,32916458229115;4,31741079685274;89;1,9879939969985;6,67033516758379;-2,51425712856428;11,1425712856428;89;22,9564782391196;22,9473328145977;89;21,1465732866433;24,7393696848424;17,6888444222111;28,1970985492746
"90";90;13,3536768384192;13,3637401262302;90;11,3646823411706;15,3426713356678;7,55477738869435;19,1805902951476;90;554,047023511757;739,298964824281;90;401,610805402702;766,578289144573;218,39419709855;1412,96648324162;90;4,32916458229115;4,31741079685274;90;1,9879939969985;6,67033516758379;-2,51425712856428;11,1425712856428;90;22,9564782391196;22,9473328145977;90;21,1465732866433;24,7393696848424;17,6888444222111;28,1970985492746
"91";91;13,3536768384192;13,3637401262302;91;11,3646823411706;15,3426713356678;7,55477738869435;19,1805902951476;91;554,047023511757;739,298964824281;91;401,610805402702;766,578289144573;218,39419709855;1412,96648324162;91;4,32916458229115;4,31741079685274;91;1,9879939969985;6,67033516758379;-2,51425712856428;11,1425712856428;91;22,9564782391196;22,9473328145977;91;21,1465732866433;24,7393696848424;17,6888444222111;28,1970985492746
"92";92;9,9079539769885;9,90727949089162;92;7,10655327663832;12,6813406703352;1,75587793896949;18,0600300150075;92;663,976988494248;819,890842626007;92;507,143571785894;870,645322661331;303,406703351677;1454,00700350175;92;-0,263131565782892;-0,269978458160351;92;-3,59479739869935;3,03851925962982;-9,927963981991;9,40170085042521;92;19,2286143071536;19,2206256177922;92;16,6353176588294;21,7948974487244;11,6918459229615;26,7383691845923
"93";93;9,9079539769885;9,90727949089162;93;7,10655327663832;12,6813406703352;1,75587793896949;18,0600300150075;93;663,976988494248;819,890842626007;93;507,143571785894;870,645322661331;303,406703351677;1454,00700350175;93;-0,263131565782892;-0,269978458160351;93;-3,59479739869935;3,03851925962982;-9,927963981991;9,40170085042521;93;19,2286143071536;19,2206256177922;93;16,6353176588294;21,7948974487244;11,6918459229615;26,7383691845923
"94";94;9,9079539769885;9,90727949089162;94;7,10655327663832;12,6813406703352;1,75587793896949;18,0600300150075;94;663,976988494248;819,890842626007;94;507,143571785894;870,645322661331;303,406703351677;1454,00700350175;94;-0,263131565782892;-0,269978458160351;94;-3,59479739869935;3,03851925962982;-9,927963981991;9,40170085042521;94;19,2286143071536;19,2206256177922;94;16,6353176588294;21,7948974487244;11,6918459229615;26,7383691845923
"95";95;12,3171585792896;12,3143162613722;95;9,40370185092547;15,2306153076538;3,82891445722861;20,8054027013507;95;576,033016508255;760,969487037418;95;419,199599799901;791,495747873938;230,120060030016;1442,28114057029;95;2,40820410205102;2,39600706629801;95;-1,01350675337669;5,79989994997499;-7,52676338169085;12,3431715857929;95;21,1465732866433;21,1580638378679;95;18,4182091045523;23,8749374687344;13,2046023011506;29,1155577788894
"96";96;13,1855927963982;13,1944943884677;96;10,832416208104;15,5387693846923;6,32216108054027;20,0770385192596;96;473,43171585793;639,430581654853;96;340,050025012507;659,579789894948;183,216608304153;1232,68134067034;96;4,05902951475738;4,06920621956122;96;1,44772386193097;6,70035017508754;-3,6248124062031;11,7728864432216;96;22,5512756378189;22,54910740438;96;20,4442221110555;24,6583291645823;16,392196098049;28,7103551775888
"97";97;11,1965982991496;11,1996882455114;97;7,86293146573287;14,5302651325663;1,47573786893447;20,9454727363682;97;414,802401200601;601,998232450606;97;284,352176088045;605,347673836919;140,71035517759;1231,2156078039;97;1,47773886943472;1,46928361164065;97;-2,18409204602301;5,13956978489244;-9,20760380190095;12,1630815407704;97;20,2281140570285;20,2384579177772;97;17,2026013006503;23,2536268134067;11,4217108554277;29,0615307653827
"98";98;13,4657328664332;13,4566362754728;98;10,7483741870935;16,1550775387694;5,56578289144572;21,3376688344172;98;554,047023511757;714,937715034721;98;410,405202601302;748,989494747374;233,051525762882;1323,5567783892;98;4,95947973986993;4,97281464582674;98;1,53776888444222;8,4112056028014;-5,06553276638319;14,9844922461231;98;22,0380190095048;22,0314754796692;98;19,5527763881941;24,5232616308154;14,7983991995998;29,2776388194097
"99";99;12,8214107053527;12,8252215653233;99;10,5802901450725;15,0625312656328;6,26613306653327;19,3766883441721;99;759,249624812407;915,292753158893;99;589,224612306154;977,643821910956;364,967483741872;1581,52576288144;99;3,66883441720861;3,66190075846084;99;0,817408704352175;6,52026013006503;-4,67533766883442;11,9829914957479;99;21,6598299149575;21,6537147345255;99;19,5527763881941;23,7668834417209;15,4737368684342;27,8189094547274
"100";100;10,6363181590795;10,6269717365003;100;7,86293146573287;13,4097048524262;2,54027013506753;18,704352176088;100;606,813406703352;754,000842252497;100;463,171585792897;798,824412206104;275,557778889446;1344,07703851926;100;0,577288644322159;0,571560779507571;100;-2,78439219609805;3,90895447723862;-9,1775887943972;10,3321660830415;100;19,6608304152076;19,6703357317284;100;17,1755877938969;22,1730865432716;12,3671835917959;26,9814907453727
"101";101;11,8689344672336;11,865308845169;101;8,75937968984492;14,9504752376188;2,82041020510255;20,9174587293647;101;489,554777388695;673,934016232029;101;345,91295647824;690,360180090046;181,75087543772;1323,5567783892;101;2,16808404202101;2,16053931781247;101;-1,52376188094047;5,85992996498249;-8,60730365182591;12,9434717358679;101;20,7413706853427;20,7317801351005;101;17,8779389694847;23,5777888944472;12,4212106053027;29,0345172586293
"102";102;13,1855927963982;13,1926415628282;102;10,0200100050025;16,3791895947974;3,88494247123562;22,4862431215608;102;469,03451725863;664,057491966544;102;326,858429214608;674,23711855928;165,627813906954;1329,41970985493;102;3,45872936468234;3,45268833047104;102;0,0370185092546294;6,88044022011005;-6,53626813406703;13,423711855928;102;22,0380190095048;22,030114496257;102;19,0935467733867;24,9554777388694;13,4747373686843;30,6013006503252
"103";103;11,5047523761881;11,5078897869745;103;8,3671835917959;14,6423211605803;2,37218609304652;20,6373186593297;103;529,129564782392;713,919998474888;103;381,090545272637;737,263631815909;205,202601300651;1376,32316158079;103;1,86793396698349;1,85716251096548;103;-1,79389694847423;5,49974987493747;-8,78739369684842;12,5232616308154;103;20,5792896448224;20,5838171332277;103;17,6888444222111;23,4697348674337;12,1780890445223;29,0075037518759
"104";104;10,8044022011006;10,8027785530633;104;7,83491745872936;13,7738869434717;2,14807403701851;19,4607303651826;104;565,772886443222;740,05701881709;104;414,802401200601;770,975487743873;231,585792896449;1389,51475737869;104;0,877438719359681;0,881730543550159;104;-2,60430215107554;4,3591795897949;-9,29764882441221;11,0525262631316;104;20,0660330165083;20,0724034119466;104;17,3106553276638;22,8214107053527;12,016008004002;28,1430715357679
"105";105;12,4012006003002;12,4044782845099;105;10,0760380190095;14,7543771885943;5,56578289144572;19,2646323161581;105;684,497248624313;819,07324375955;105;536,458229114558;876,508254127064;335,652826413207;1398,30915457729;105;3,39869934967484;3,39093348852097;105;0,427213606803406;6,34017008504252;-5,2456228114057;12,0430215107554;105;21,0655327663832;21,060615246884;105;18,8774387193597;23,2266133066533;14,6903451725863;27,4137068534267
"106";106;7,63881940970485;7,64456676342941;106;4,83741870935468;10,440220110055;-0,513256628314156;15,8189094547274;106;647,853926963483;778,680495090654;106;504,212106053027;831,070535267635;313,666833416709;1338,21410705353;106;-3,02451225612806;-3,03908779824216;106;-6,26613306653326;0,217108554277139;-12,4792396198099;6,43021510755378;106;17,1755877938969;17,186614441971;106;14,5552776388194;19,7958979489745;9,50375187593797;24,8474237118559
"107";107;13,4377188594297;13,4398315854872;107;10,608304152076;16,2671335667834;5,2016008004002;21,7018509254627;107;703,551775887945;847,866188089077;107;548,184092046024;905,822911455729;340,050025012507;1461,33566783392;107;3,96898449224612;3,98032018774868;107;0,307153576788394;7,66083041520761;-6,7463731865933;14,7143571785893;107;21,6868434217109;21,6973079172405;107;19,1475737868934;24,2531265632816;14,2581290645323;29,1425712856428
"108";108;12,9334667333667;12,9301610315519;108;9,9639819909955;15,8749374687344;4,30515257628814;21,5337668834417;108;571,635817908955;718,008191131884;108;432,3911955978;757,783891945974;253,571785892947;1294,24212106053;108;3,42871435717859;3,42873008664704;108;-0,353176588294147;7,21060530265132;-7,58679339669835;14,4742371185593;108;21,4167083541771;21,4180656852494;108;18,8504252126063;24,0100050025013;13,879939969985;28,9534767383692
"109";109;12,9614807403702;12,9531753992394;109;10,2441220610305;15,6508254127064;5,06153076538269;20,8614307153577;109;687,428714357179;821,562848666088;109;539,389694847424;879,439719859931;338,584292146074;1401,24062031016;109;3,4887443721861;3,50334256449604;109;-0,0230115057528764;7,03051525762881;-6,8064032016008;13,783891945973;109;21,3086543271636;21,3162039134427;109;18,9314657328664;23,7128564282141;14,3391695847924;28,2781390695348
"110";110;12,8774387193597;12,8836186254109;110;10,272136068034;15,4827413706853;5,28564282141071;20,4692346173087;110;706,483241620811;832,391009690537;110;558,444222111056;892,63131565783;357,638819409706;1396,84342171086;110;3,4887443721861;3,49496668760896;110;0,0970485242621351;6,91045522761381;-6,44622311155578;13,4537268634317;110;21,2546273136568;21,2429234878825;110;18,9854927463732;23,5237618809405;14,6093046523262;27,8999499749875
"111";111;12,9054527263632;12,9055153880894;111;10,16008004002;15,6508254127064;4,86543271635818;20,9454727363682;111;728,46923461731;875,042641356198;111;568,704352176089;935,137568784393;354,707353676839;1502,37618809405;111;2,82841420710356;2,84310700241138;111;-0,683341670835418;6,34017008504252;-7,40670335167584;13,0635317658829;111;21,3896948474237;21,3791070460237;111;18,9044522261131;23,8749374687344;14,1230615307654;28,6293146573287
"112";112;13,2136068034017;13,2178217124717;112;10,4122061030515;16,0430215107554;5,00550275137569;21,4217108554277;112;757,783891945974;916,725397387997;112;587,758879439721;977,643821910956;362,036018009005;1587,38869434717;112;2,88844422211105;2,90267670721306;112;-0,623311655827912;6,43021510755378;-7,40670335167584;13,183591795898;112;21,7948974487244;21,8057627832162;112;19,2016008004002;24,4152076038019;14,2041020510255;29,4127063531766
"113";113;12,7373686843422;12,741921791999;113;10,664332166083;14,8384192096048;6,63031515757879;18,8444222111056;113;534,992496248125;680,417227470619;113;400,145072536269;715,27763881941;231,585792896449;1242,94147073537;113;4,11905952976488;4,12614267840972;113;1,41770885442722;6,8504252126063;-3,80490245122561;12,0730365182591;113;21,6058029014507;21,6053428106584;113;19,6338169084542;23,5777888944472;15,8519259629815;27,35967983992
"114";114;12,6253126563282;12,635252475117;114;10,440220110055;14,8384192096048;6,18209104552276;19,0685342671336;114;498,349174587294;659,190101267678;114;363,501750875439;684,497248624313;200,805402701352;1248,8044022011;114;3,84892446223112;3,85896417812157;114;1,02751375687844;6,70035017508754;-4,4352176088044;12,1330665332666;114;21,5787893946973;21,5659522103696;114;19,471735867934;23,6588294147074;15,4467233616808;27,6838419209605
"115";115;12,5972986493247;12,5929220949301;115;10,3561780890445;14,8384192096048;6,04202101050525;19,1245622811406;115;496,883441720861;660,704640756305;115;362,036018009005;685,962981490746;197,873936968485;1256,13306653327;115;3,75887943971986;3,7648862531637;115;0,90745372686343;6,64032016008004;-4,61530765382691;12,1330665332666;115;21,5247623811906;21,5138674340956;115;19,3906953476738;23,631815907954;15,3386693346673;27,7108554277139
"116";116;12,8214107053527;12,8316190954106;116;10,608304152076;15,0345172586293;6,35017508754377;19,3206603301651;116;521,800900450226;678,64093567626;116;384,022011005504;707,948974487244;215,462731365684;1266,3931965983;116;4,17908954477239;4,18664443700499;116;1,32766383191596;7,06053026513257;-4,19509754877438;12,5532766383192;116;21,6328164082041;21,6410134495294;116;19,5797898949475;23,7128564282141;15,6088044022011;27,6838419209605
"117";117;12,7933966983492;12,797895935985;117;10,4122061030515;15,2026013006503;5,78989494747374;19,7968984492246;117;505,677838919461;671,441047442936;117;367,898949474738;696,223111555779;200,805402701352;1275,1875937969;117;4,05902951475738;4,0493157022032;117;0,967483741870936;7,12056028014007;-4,91545772886443;13,0035017508754;117;21,5787893946973;21,5708261815856;117;19,3636818409205;23,7938969484742;15,1225612806403;28,0350175087544
"118";118;12,1210605302651;12,132848742364;118;9,45972986493247;14,7823911955978;4,36118059029515;19,8809404702351;118;474,897448724363;654,766540581296;118;337,118559279641;671,305652826414;175,887943971987;1283,9819909955;118;2,88844422211105;2,87376352904482;118;-0,443221610805402;6,19009504752376;-6,8064032016008;12,5832916458229;118;21,0385192596298;21,0492455586025;118;18,5802901450725;23,4967483741871;13,8529264632316;28,2511255627814
"119";119;12,2611305652826;12,2622555289154;119;9,40370185092547;15,1465732866433;3,85692846423212;20,6653326663332;119;444,117058529265;634,962040085614;119;307,803901950976;641,99099549775;155,367683841922;1281,05052526263;119;2,97848924462231;2,96692469095849;119;-0,593296648324163;6,52026013006503;-7,40670335167584;13,3636818409205;119;21,1465732866433;21,1445433158103;119;18,4992496248124;23,7938969484742;13,4207103551776;28,872436218109
"120";120;12,3171585792896;12,326816552486;120;9,59979989994997;15,0345172586293;4,38919459729865;20,2731365682841;120;492,486243121562;644,781219171252;120;360,570285142572;671,305652826414;200,805402701352;1212,16108054027;120;3,03851925962982;3,03993710942425;120;-0,293146573286641;6,37018509254627;-6,65632816408204;12,7633816908454;120;21,7408704352176;21,7501850975671;120;19,3636818409205;24,1450725362681;14,744372186093;28,7373686843422
"121";121;9,43171585792896;9,43033884008569;121;6,09804902451226;12,7373686843422;-0,261130565282642;19,1245622811406;121;508,609304652327;663,518985501368;121;373,761880940471;691,825912956479;209,599799899951;1242,94147073537;121;-0,473236618309151;-0,478887992073691;121;-4,3751875937969;3,42871435717859;-11,8789394697349;10,9024512256128;121;18,7693846923462;18,7610232446753;121;15,8249124562281;21,7138569284642;10,152076038019;27,35967983992
"122";122;10,328164082041;10,3320113384114;122;6,32216108054027;14,3621810905453;-1,38169084542271;22,0660330165083;122;429,459729864933;550,208615026515;122;320,995497748875;577,498749374688;183,216608304153;1011,35567783892;122;0,697348674337171;0,696376588308026;122;-4,01500750375187;5,40970485242622;-13,0195097548774;14,4442221110555;122;19,3906953476738;19,3831702197907;122;15,8249124562281;22,9294647323662;9,04452226113056;29,7368684342171
"123";123;12,1490745372686;12,1568242567496;123;9,71185592796398;14,5862931465733;5,06153076538269;19,2646323161581;123;515,937968984493;642,918264035324;123;392,816408204103;680,100050025013;233,051525762882;1149,13456728364;123;3,03851925962982;3,04600471152174;123;-0,0830415207603821;6,16008004002001;-6,056028014007;12,1330665332666;123;21,1465732866433;21,1349543843042;123;18,8234117058529;23,4427213606803;14,3661830915458;27,8999499749875
"124";124;12,2051025512756;12,2022312501599;124;9,9079539769885;14,5022511255628;5,48174087043522;18,9004502251126;124;523,266633316659;653,048883798842;124;397,213606803403;690,360180090046;234,517258629316;1168,18909454727;124;3,15857928964483;3,1718846152636;124;0,217108554277139;6,10005002501251;-5,45572786393197;11,7728864432216;124;21,2006003001501;21,1901811274332;124;19,0125062531266;23,3886943471736;14,7983991995998;27,6028014007004
"125";125;12,1210605302651;12,1255025139349;125;9,73986993496748;14,5022511255628;5,1735867933967;19,0965482741371;125;517,403701850926;640,362652897861;125;395,747873936969;678,63431715858;237,448724362182;1135,94297148574;125;3,03851925962982;3,037464221637;125;-0,0230115057528764;6,10005002501251;-5,90595297648824;11,9529764882441;125;21,0655327663832;21,0744598607063;125;18,7963981990995;23,3346673336668;14,4472236118059;27,6838419209605
"126";126;8,73136568284142;8,73814630066199;126;4,83741870935468;12,6253126563282;-2,61430715357679;20,0770385192596;126;391,35067533767;592,743259218581;126;260,900450225114;586,293146573287;123,121560780391;1247,33866933467;126;-2,33416708354177;-2,3375819500021;126;-6,71635817908954;2,01800900450225;-15,0905452726363;10,392196098049;126;18,0130065032516;18,0077800760984;126;14,6633316658329;21,3626813406703;8,20710355177589;27,791895947974
"127";127;11,3926963481741;11,382760309485;127;7,75087543771886;15,0345172586293;0,775387693846923;22,0100050025013;127;419,199599799901;621,516452755763;127;282,886443221612;620,005002501251;136,31315657829;1288,3791895948;127;1,50775387693847;1,50260192959964;127;-2,72436218109054;5,73986993496749;-10,8584292146073;13,8439219609805;127;20,2821410705353;20,283207182903;127;17,0945472736368;23,4697348674337;10,9894947473737;29,6018009004502
"128";128;11,5327663831916;11,5335498617087;128;8,70335167583792;14,3621810905453;3,29664832416208;19,7968984492246;128;470,500250125063;657,596179458149;128;329,789894947475;669,839919959981;170,025012506254;1305,967983992;128;1,38769384692346;1,39662580194959;128;-2,0040020010005;4,77938969484742;-8,4872436218109;11,2926463231616;128;20,4982491245623;20,5003873011874;128;17,9589794897449;23,0375187593797;13,0695347673837;27,9539769884942
"129";129;11,5327663831916;11,5335498617087;129;8,70335167583792;14,3621810905453;3,29664832416208;19,7968984492246;129;470,500250125063;657,596179458149;129;329,789894947475;669,839919959981;170,025012506254;1305,967983992;129;1,38769384692346;1,39662580194959;129;-2,0040020010005;4,77938969484742;-8,4872436218109;11,2926463231616;129;20,4982491245623;20,5003873011874;129;17,9589794897449;23,0375187593797;13,0695347673837;27,9539769884942
"130";130;12,2611305652826;12,2493907598199;130;8,92746373186593;15,5947973986993;2,54027013506753;21,9819909954978;130;389,884942471237;597,311799757801;130;257,968984492247;589,224612306154;120,190095047525;1267,85892946473;130;2,10805402701351;2,10117492613474;130;-1,55377688844422;5,73986993496749;-8,51725862931466;12,7333666833417;130;21,1465732866433;21,1402817739121;130;18,2021010505253;24,064032016008;12,5832916458229;29,6828414207104
