Place;Deg_Lon;Deg_Lat;altitude;Biome;TANN;PANN;MTCO;MTWA
EPDcoretop_E2499;8,77;53,66;425;CLMX;9,265060912;941,0641766;2,172320882;16,51808675
EPDcoretop_E25;15,966667;49,733333;526;COCO;6,77765586;824,304235;-2,350737611;15,71566868
EPDcoretop_E2500;8,78;53,66;17;COCO;9,265060912;941,0641766;2,172320882;16,51808675
EPDcoretop_E2505;8,77;53,66;5;CLMX;9,265060912;941,0641766;2,172320882;16,51808675
EPDcoretop_E2520;8,72;53,67;860;TAIG;9,313297083;979,9175334;2,293138226;16,49731541
EPDcoretop_E2524;8,73;53,66;1380;CLMX;9,313297083;979,9175334;2,293138226;16,49731541
EPDcoretop_E2526;20,46;67,97;10;PION;-1,522339493;642,3778081;-12,71232891;10,78133456
EPDcoretop_E2528;18,07;68,44;1120;CLMX;-3,068072838;1223,193462;-11,9393905;7,302818934
EPDcoretop_E2529;17,76;68,48;8;CLMX;-0,525339325;1306,700091;-9,510675112;9,976477623
EPDcoretop_E2531;16,38;68,66;1365;CLMX;0,412777051;1244,665167;-8,88408788;10,77927876
EPDcoretop_E2532;19,1;68,35;8;CLMX;-2,730231341;834,0931141;-12,25568104;7,987634659
EPDcoretop_E2533;17,42;78,86;30;CLMX;-13,29996973;546,2280518;-21,34075356;-2,363695999
EPDcoretop_E2534;9,88;61,65;101;COCO;-1,419518262;763,9670134;-13,02749538;10,13300896
EPDcoretop_E2535;10,87;60,84;240;COCO;3,993770438;822,5459754;-6,710210641;14,76199945
EPDcoretop_E2536;10,36;61,11;0;COCO;1,301628609;970,8173811;-9,800321897;12,45837371
EPDcoretop_E2537;10,27;61,56;334;COCO;-1,686466505;815,8188844;-13,07069588;9,621834119
EPDcoretop_E2538;11,62;59,06;42;COCO;6,087676624;856,9135845;-2,760001977;15,3848594
EPDcoretop_E2539;9,83;62,27;43;COCO;-2,851573636;768,704828;-13,03748385;7,861774127
EPDcoretop_E2541;8,88;63,35;2320;CLMX;4,340315376;1433,454216;-2,871330023;12,06733386
EPDcoretop_E2542;9,42;63,06;2248;COCO;1,83722282;1433,678062;-7,054041068;11,30483023
EPDcoretop_E2543;8;58,24;70;COMX;7,128247437;1306,571896;0,0677752;14,90431913
EPDcoretop_E2544;7,54;59,67;357;COCO;-0,471119925;1219,110332;-8,978524208;8,857832273
EPDcoretop_E2545;7,91;58,14;150;CLMX;7,611031658;1314,368935;0,983313665;14,98232841
EPDcoretop_E2546;7,73;58,54;1460;CLMX;4,894253711;1440,456948;-3,055048704;13,51006889
EPDcoretop_E2547;6,99;59,84;300;COCO;-1,343183699;1816,255968;-8,721363068;6,999308745
EPDcoretop_E2548;7,43;59,76;18;COCO;-1,014869043;1287,262373;-9,281441371;8,180374463
EPDcoretop_E2549;7,25;59,8;820;COCO;-1,29461199;1554,451754;-9,088662148;7,442257881
EPDcoretop_E2550;7,3;59,34;1326;COCO;0,939323852;1645,657797;-6,667473793;9,559467951
EPDcoretop_E2551;7,99;59,63;92;COCO;1,113062759;1164,128695;-7,91026783;10,70493984
EPDcoretop_E2552;7,79;58,33;502;CLMX;5,963997692;1392,647581;-1,640406489;14,20059681
EPDcoretop_E2553;2,89;45,5;920;COMX;6,832369065;1067,404583;0,077429358;14,0282491
EPDcoretop_E2554;-3,57;41,81;415;WAST;10,88707225;564,466365;3,521716277;19,26652145
EPDcoretop_E2555;25;59,44;116;COCO;5,587809294;690,7620764;-4,230227947;16,18382581
EPDcoretop_E2556;24,1;59,08;285;COCO;5,682919383;719,9993706;-3,854398568;16,03065268
EPDcoretop_E2557;25,54;59,49;2;COCO;5,545743555;711,7922008;-4,097406626;16,05487506
EPDcoretop_E2558;27,58;59,22;30;TAIG;5,385275001;730,5046427;-5,036025683;16,48055744
EPDcoretop_E2559;27,7;59,16;940;COCO;5,397185599;741,2316048;-5,044462601;16,49006494
EPDcoretop_E2560;25,77;58,5;234;COCO;5,531422754;711,3759577;-4,829360167;16,44076411
EPDcoretop_E2561;27,54;59,25;1300;CLMX;5,322275604;741,9662261;-4,845043182;16,21247133
EPDcoretop_E2562;27,08;57,68;664;COCO;5,167833826;764,6886384;-5,444451888;16,13490804
EPDcoretop_E2563;24,43;59,18;989;COCO;5,507134765;761,8590403;-4,215298573;15,9836305
EPDcoretop_E2565;27,07;57,74;999;TAIG;5,167833826;764,6886384;-5,444451888;16,13490804
EPDcoretop_E2566;27,07;57,74;2304;COCO;5,167833826;764,6886384;-5,444451888;16,13490804
EPDcoretop_E2567;27,06;57,81;570;COCO;5,364731615;755,23054;-5,289053599;16,37112935
EPDcoretop_E2568;26,01;59,45;810;COCO;5,280942301;718,630296;-4,329391559;15,70787398
EPDcoretop_E2569;26,01;59,44;170;COCO;5,166003346;711,023891;-4,823670387;15,9050862
EPDcoretop_E2570;26,52;58,06;137;COCO;5,27553234;740,6267595;-5,130573988;16,13218435
EPDcoretop_E2573;2,44;42,16;-2;TEDE;10,98729249;1321,5667;3,612046083;18,75800896
EPDcoretop_E2574;-4,7;39,6;95;TEDE;13,30258044;629,9286157;5,233924548;22,67462158
EPDcoretop_E2576;-4,89;39,59;71;TEDE;13,72880765;652,2803423;5,631925106;23,07821401
EPDcoretop_E2577;-4,07;36,9;71;WAST;14,60843968;662,4315678;8,011531512;22,14161936
EPDcoretop_E2579;0,92;42,64;760;TEDE;2,642241485;1151,836073;-4,479554494;10,59958712
EPDcoretop_E2580;8,76;48,99;95;COMX;10,02529363;891,4691591;1,749014537;18,38736534
EPDcoretop_E2581;28,55;43,67;103;COST;12,57009844;520,7236612;3,239137332;22,27826691
EPDcoretop_E2582;12,85;42,48;320;TUND;11,1967081;1028,182279;3,145365159;19,89618556
EPDcoretop_E2583;6;44,38;986;WAMX;8,128700007;973,4662807;-0,703236466;16,99542904
EPDcoretop_E2585;22,86;46,64;407;COST;5,179125701;1209,304247;-4,246004581;14,28499571
EPDcoretop_E2586;26,08;61,49;385;COCO;4,119340226;685,4603469;-6,607809862;15,76076476
EPDcoretop_E2587;29,1;63,62;1000;COCO;2,407740387;765,3735495;-9,034148534;14,93803469
EPDcoretop_E2588;21,47;69,2;434;COCO;-4,300079063;730,1942289;-14,12682406;7,256586075
EPDcoretop_E2589;50,2;37,36;387;CLMX;16,8054889;1046,875359;9,422673225;24,74340439
EPDcoretop_E2591;24,5;57,23;232;COCO;6,601397594;788,3023739;-3,413134972;17,03877735
EPDcoretop_E2592;24,62;57,25;235;COCO;6,321730435;786,228193;-3,776487589;16,82816919
EPDcoretop_E2593;25,33;57,03;715;COCO;5,679725294;830,1192141;-4,689649343;16,31943385
EPDcoretop_E2594;26,88;56,86;52;COCO;5,907449583;697,4547637;-4,849158923;16,90751648
EPDcoretop_E2595;24,59;57,95;2240;TAIG;6,054987291;762,6503813;-3,863236666;16,58546893
EPDcoretop_E2598;27,15;56,76;1750;COCO;5,921987539;709,6295607;-4,853221337;16,91664886
EPDcoretop_E2599;22,91;56,52;197;COCO;6,519653827;700,0114274;-3,096938372;16,49381955
EPDcoretop_E26;14,533333;57,633333;145;COCO;5,772414049;750,018146;-2,576479554;14,79367765
EPDcoretop_E2600;24,55;57,92;1850;COMX;6,151620229;765,5766642;-3,678122322;16,61524328
EPDcoretop_E2601;16,02;39,55;2017;COST;13,23967822;1115,093046;6,407560984;20,81851133
EPDcoretop_E262;33,8;62,2;2017;TAIG;2,920048942;680,7354426;-8,752907276;15,41103013
EPDcoretop_E273;-5,9;54,433333;410;TEDE;9,236746192;873,3199453;4,930900256;14,03071944
EPDcoretop_E28;24,383333;45,716667;2265;COST;8,241307994;942,3190427;-2,05574433;17,98556137
EPDcoretop_E284;4,126389;39,875;463;HODE;17,3240815;498,1314017;12,24228128;23,08640989
EPDcoretop_E289;31,233333;58,3;945;COCO;5,450239982;788,755188;-5,902820905;17,86117681
EPDcoretop_E290;27,433333;59,133333;2330;COCO;5,466861442;740,8974159;-5,077924252;16,74210676
EPDcoretop_E295;20,839722;39,691944;2290;WAMX;12,40452975;1311,598688;3,319179773;22,06551425
EPDcoretop_E3;8,733333;53,7;1780;CLMX;9,313297083;979,9175334;2,293138226;16,49731541
EPDcoretop_E302;21,886944;49,372778;2260;COCO;6,488689383;950,0600016;-3,552663088;16,04651864
EPDcoretop_E305;14,933333;48,85;1730;COCO;7,985869994;756,6014671;-1,204694629;17,03143311
EPDcoretop_E310;14,933333;48,95;1005;COCO;8,152745128;704,8049212;-1,050032139;17,21767553
EPDcoretop_E311;14,933333;48,941667;1320;TAIG;7,985869994;756,6014671;-1,204694629;17,03143311
EPDcoretop_E315;25,866667;61,416667;452;COCO;4,27480761;676,2374353;-6,389309565;15,87162018
EPDcoretop_E316;24,216667;60,733333;603;TAIG;4,447733695;706,712898;-5,744814078;15,59311644
EPDcoretop_E318;29;66,116667;1635;TAIG;0,35502284;657,7634561;-10,66311709;12,80423705
EPDcoretop_E319;30,8;38,425;990;COST;10,29411133;501,6780451;0,250615343;20,35102272
EPDcoretop_E320;60,75;56,766667;1710;TAIG;1,54648603;570,0491863;-13,98549398;16,50974337
EPDcoretop_E323;20,016667;63,916667;2334;COCO;3,012774428;714,3317306;-7,134074529;14,29711596
EPDcoretop_E326;41,911111;42,954167;2339;COCO;2,624370168;1780,333507;-7,142221292;12,57964579
EPDcoretop_E327;32,166667;65,083333;1260;TAIG;1,626972012;634,5179737;-9,74347194;14,15797138
EPDcoretop_E33;-6,15;43,05;1535;COST;7,173435628;1175,024858;1,360926787;13,47376188
EPDcoretop_E330;21,586111;40,6125;1510;TUND;11,49888516;689,984926;1,163023489;21,93562253
EPDcoretop_E333;24,5;60,866667;140;TAIG;4,508454652;683,5501957;-5,85441192;15,77452564
EPDcoretop_E334;24,683333;65,025;1891;TAIG;2,787019193;633,4022605;-6,700204055;13,38071251
EPDcoretop_E338;20,15;60,283333;1546;COCO;6,261412169;603,6117518;-1,293775837;15,20186297
EPDcoretop_E344;13,733333;55,5;2017;COCO;8,009625249;646,5879035;0,385724356;16,27681351
EPDcoretop_E35;25,916667;46,083333;2017;COMX;6,253021009;751,0738134;-3,99303031;16,04680347
EPDcoretop_E350;23,833333;60,783333;274;COCO;4,388232718;699,5134056;-5,729322751;15,45672385
EPDcoretop_E351;33,666667;67,833333;4;TAIG;-3,121616554;689,529494;-14,01458136;9,041443507
EPDcoretop_E352;24,333333;41,983333;2315;COST;7,94156458;938,5623908;-1,517011841;17,17882697
EPDcoretop_E353;24,333333;41,983333;1670;TEDE;7,94156458;938,5623908;-1,517011841;17,17882697
EPDcoretop_E359;46,416111;41,930833;2757;COST;3,583474894;764,1363752;-6,563886801;13,9487861
EPDcoretop_E36;25,916667;46,083333;1892;COMX;6,253021009;751,0738134;-3,99303031;16,04680347
EPDcoretop_E363;21,866667;60,15;1040;TAIG;5,789704725;726,7832816;-2,415788236;15,35937977
EPDcoretop_E366;-6,766667;42,216667;1831;TUND;7,350878035;1128,511434;1,304758847;14,26093864
EPDcoretop_E37;19,85;69,7;1190;CLMX;-1,275769681;1210,063076;-11,04319191;9,530683676
EPDcoretop_E372;-4,316667;55,116667;1935;CLMX;7,547949672;1373,765187;2,654390494;12,79206816
EPDcoretop_E375;17,390278;52,556944;1450;CLMX;8,526720608;651,968919;-0,746173998;17,85120583
EPDcoretop_E379;5,416667;45,473333;2552;COMX;9,981635993;1148,982303;1,617727061;18,44887098
EPDcoretop_E38;8,666667;61,416667;1046;COCO;-3,292085903;1086,491354;-12,21723843;6,602565765
EPDcoretop_E382;14,627778;59,804444;1721;COCO;5,121055896;790,4127824;-4,194300254;15,18115934
EPDcoretop_E39;20,716667;69,166667;1885;COCO;-3,869587759;892,0248413;-13,08167903;6,948696931
EPDcoretop_E391;-4,583333;56,086389;1470;CLMX;7,450411608;1627,770967;2,187504411;12,98791122
EPDcoretop_E397;-1,501111;47,328333;2490;COMX;11,93834503;724,6564579;5,860565503;18,32908821
EPDcoretop_E4;27,683333;69,125;1500;COCO;-0,307887008;613,0045062;-10,68724124;10,85702038
EPDcoretop_E400;-5,866667;54,416667;1885;TEDE;9,236746192;873,3199453;4,930900256;14,03071944
EPDcoretop_E403;15,502778;49,325;980;COCO;7,100115577;784,7434294;-2,206884066;16,23900827
EPDcoretop_E404;40,691667;43,7325;1875;COCO;1,390049762;1705,987058;-7,575525284;10,62827301
EPDcoretop_E406;-0,862222;46,444444;1880;WAST;12,45185312;780,9388769;6,043802579;19,12329229
EPDcoretop_E407;6,125833;49,847222;797;COST;8,75626184;842,8017211;1,278908948;16,41000938
EPDcoretop_E427;23,033333;41,7;1177;TEDE;8,768473225;984,7141242;-0,541515042;18,02426656
EPDcoretop_E434;12,333333;42,116667;826;TEDE;14,01057712;1050,214233;6,469561577;22,26893361
EPDcoretop_E436;23,833333;42,833333;870;COST;7,952575495;795,0123167;-1,864578843;17,39749686
EPDcoretop_E44;-6,733333;42,1;1780;TUND;9,097719669;1052,49704;2,542857329;16,47605356
EPDcoretop_E443;33,016667;63,5;2080;TAIG;2,206064738;658,2140136;-9,181573709;14,69583416
EPDcoretop_E447;14,833333;48,833333;2050;COCO;7,713895033;820,4166269;-1,458355625;16,72621028
EPDcoretop_E453;15,6;40,944444;2033;TUND;12,46504537;686,853776;4,446378231;21,34744644
EPDcoretop_E456;-3,433333;57;2155;CLMX;4,68921575;1096,80007;-0,667522828;10,55740325
EPDcoretop_E462;21;68,916667;1880;COCO;-2,942241232;696,6649568;-12,80353705;8,487447262
EPDcoretop_E465;23,616667;43,516667;2267;COMX;11,4984815;654,0092397;0,064007223;22,32987277
EPDcoretop_E479;39,451389;57,183333;2760;COCO;4,328390419;696,8377304;-8,48298804;17,28077316
EPDcoretop_E482;24,666667;58;435;CLMX;5,971755465;775,6335104;-3,986497402;16,50044537
EPDcoretop_E495;34,916667;61,716667;640;TAIG;3,133951948;788,7802148;-7,361560027;14,24525134
EPDcoretop_E496;34,916667;61,716667;375;TAIG;3,133951948;788,7802148;-7,361560027;14,24525134
EPDcoretop_E499;28,083333;56,05;64;TAIG;5,866061618;746,2092555;-5,160620054;17,04837354
EPDcoretop_E5;41,308333;43,268056;730;COST;2,313711827;1722,714543;-6,582441489;11,60622692
EPDcoretop_E504;10,214722;44,298611;663;TEDE;9,132007649;1368,064213;1,302667499;17,44953982
EPDcoretop_E506;2,816667;45,516667;1130;COMX;6,972720984;1112,240896;0,190229033;14,17365869
EPDcoretop_E510;15,483333;49,688889;1040;COCO;7,730855718;783,4886527;-1,44488885;16,74544748
EPDcoretop_E513;6,183333;44,522222;1400;COST;7,609893531;961,3370454;-1,34796838;16,72614829
EPDcoretop_E515;25,483333;51,983333;1050;COCO;7,649494141;704,9642551;-3,119452755;18,16271083
EPDcoretop_E517;25,483333;51,983333;1370;COCO;7,649494141;704,9642551;-3,119452755;18,16271083
EPDcoretop_E52;-3,716667;56,233333;10;CLMX;7,101711869;990,823338;1,844459057;12,75336647
EPDcoretop_E535;27,866667;64,666667;839;COCO;1,403225678;742,4981797;-9,792674383;13,77457047
EPDcoretop_E536;19,816667;49,483333;353;COCO;6,168828314;1162,161648;-3,787662347;15,84180164
EPDcoretop_E537;41,166667;43,666667;0;COST;2,425936232;1421,617262;-6,772652626;11,71996721
EPDcoretop_E540;26,666667;58,6;0;COCO;5,464604124;716,3081932;-5,093973001;16,56454245
EPDcoretop_E541;14,3;56,283333;0;COCO;7,194986889;735,6521666;-0,846429989;15,79983997
EPDcoretop_E542;15,370833;49,230556;1200;COCO;7,360612412;754,7787738;-1,965699911;16,52606392
EPDcoretop_E549;14,116667;49,25;1920;TAIG;8,207916498;689,3515348;-0,806399822;17,18313917
EPDcoretop_E551;41,206944;43,708333;5;COST;2,425936232;1421,617262;-6,772652626;11,71996721
EPDcoretop_E553;8,325556;47,075556;5;COMX;8,833867234;1734,713981;0,786132822;17,01967367
EPDcoretop_E554;8,325556;47,075556;41;COST;8,833867234;1734,713981;0,786132822;17,01967367
EPDcoretop_E555;-6,883333;58,133333;5;CLDE;8,261946162;1262,237234;4,640861193;12,30920474
EPDcoretop_E560;27,55;56,5;5;TAIG;5,77305977;739,5396316;-5,052551508;16,78138892
EPDcoretop_E562;29,15;66,166667;20;COCO;0,212443677;648,2843041;-10,9074316;12,66814295
EPDcoretop_E567;17,360556;52,55;3;CLMX;8,566903527;653,1459081;-0,684873521;17,88399442
EPDcoretop_E568;17,360556;52,55;3;CLMX;8,566903527;653,1459081;-0,684873521;17,88399442
EPDcoretop_E574;-2,601389;36,773611;2;HODE;17,05698943;262,3532966;11,11883704;23,70794042
EPDcoretop_E575;29,2;65,916667;20;COST;0,458036795;663,6899257;-10,60052776;12,94047419
EPDcoretop_E578;40,480556;43,666667;1626;COST;2,488213306;1788,44028;-6,505698681;11,77277311
EPDcoretop_E579;-2,468056;47,809444;1134;TAIG;11,41428777;738,9326227;5,838858287;17,30976677
EPDcoretop_E580;-2,468056;47,809444;1870;TEDE;11,41428777;738,9326227;5,838858287;17,30976677
EPDcoretop_E584;32,633333;65,116667;1400;TAIG;1,641789993;620,8103621;-9,787332217;14,20135911
EPDcoretop_E586;41,430556;43,233333;126;COST;4,253536178;1690,928242;-4,902936776;13,71489747
EPDcoretop_E589;22,066667;61,3;43;COCO;4,977101972;690,6581461;-4,790935516;15,66520373
EPDcoretop_E59;5,283333;45,790833;36;COST;11,1537171;1050,575473;2,752399047;19,67411741
EPDcoretop_E590;-5,175;58,060556;825;CLMX;6,903492053;1556,129415;2,63914903;11,53848298
EPDcoretop_E591;24,791667;65,05;825;TAIG;2,722942658;651,6424119;-6,63427496;13,19597658
EPDcoretop_E593;5,625;45,425;300;COST;9,183309652;1429,880097;0,665239722;17,68557866
EPDcoretop_E6;-6,433333;52,95;228;CLMX;8,168775817;955,7366252;3,622774839;13,31877391
EPDcoretop_E605;-6,3;54,933333;180;TEDE;8,686777532;980,6345773;4,246017853;13,54198774
EPDcoretop_E606;7;48,031944;5;COMX;7,363496347;1304,765518;-0,371120517;15,21912893
EPDcoretop_E609;-1,010278;45,3975;0;HODE;13,38177685;766,2783015;7,043343385;19,95190303
EPDcoretop_E611;29,898333;36,9975;49;CLMX;8,658537673;441,8729697;-0,970671902;18,57575289
EPDcoretop_E612;34,333333;65,833333;780;TAIG;1,46333544;582,412253;-9,24864006;13,4011755
EPDcoretop_E614;8,633333;56,133333;725;COCO;8,20215406;866,1516738;1,651340405;15,14895503
EPDcoretop_E619;-3,5;48,25;778;TUND;10,81232158;870,8101952;5,820985794;16,15711943
EPDcoretop_E622;27,116667;44,083333;718;COST;11,91082963;614,7494602;1,054549257;22,3500646
EPDcoretop_E625;18,983333;52,933333;572;TEDE;8,331605385;659,1626573;-1,195250072;17,8469518
EPDcoretop_E631;-2,016667;47,265;1547;TUND;12,1556133;725,1988256;6,327549775;18,25212669
EPDcoretop_E635;23,533333;42,05;630;COST;3,434130023;1018,825321;-5,101830006;12,03248978
EPDcoretop_E637;17,166667;48,833333;1420;COST;9,509602832;690,5736709;-0,525461964;19,23793348
EPDcoretop_E639;25,916667;53,433333;1560;COCO;6,552036757;747,3331189;-4,27966698;17,22514979
EPDcoretop_E64;41,291667;43,283333;447;COST;2,313711827;1722,714543;-6,582441489;11,60622692
EPDcoretop_E640;28,116667;61,216667;2410;COCO;4,291894086;740,2296174;-6,585130215;16,43692938
EPDcoretop_E641;21,1;49,633333;207;COMX;7,100222458;945,9602666;-2,955898682;16,70945676
EPDcoretop_E643;22,833333;49,1;2000;COCO;5,466227228;1102,760332;-4,646671613;15,14836597
EPDcoretop_E646;-4,595833;57,154167;747;CLMX;5,925148043;1232,976816;0,769803256;11,44669501
EPDcoretop_E647;21,616667;49,7;260;COST;7,961829513;876,0006738;-2,31050233;17,71912511
EPDcoretop_E65;41,284167;43,291667;780;COST;2,313711827;1722,714543;-6,582441489;11,60622692
EPDcoretop_E650;24,783333;40,983333;330;COST;14,81732921;813,2437152;6,626177311;23,65109062
EPDcoretop_E654;17,735;46,818333;1203;COST;11,12710131;661,4544117;0,782253315;21,08311907
EPDcoretop_E655;17,400833;46,744444;13;COMX;11,23455893;695,7278645;0,623024563;21,39791171
EPDcoretop_E656;18,104167;47,001667;408;COMX;11,01424263;648,7105966;0,14685448;21,39953486
EPDcoretop_E66;41,291667;43,266667;696;COST;2,313711827;1722,714543;-6,582441489;11,60622692
EPDcoretop_E660;-3,433333;43,15;1425;COST;10,80852799;1113,246868;5,371570905;16,45324961
EPDcoretop_E663;13,066667;47,933333;1425;COCO;7,313211193;1480,024538;-2,049403389;16,3308719
EPDcoretop_E665;22,333333;58,5;745;COCO;6,673745638;660,6338739;-1,828419286;16,29579131
EPDcoretop_E666;21,95;61,333333;1425;COCO;5,067915608;688,2634807;-4,344017506;15,45198313
EPDcoretop_E668;23,3;55,583333;1425;COCO;6,651534545;721,044488;-3,34428068;16,81339677
EPDcoretop_E669;13,9;47,166667;1425;COCO;2,356887877;1258,922482;-6,544150352;11,2541914
EPDcoretop_E67;-3,9;57,316667;765;CLMX;5,763592795;1015,610991;0,53188322;11,43819141
EPDcoretop_E670;3,944722;51,017778;998;COST;10,32132026;761,5663648;3,615876516;17,14339415
EPDcoretop_E673;57,883333;56,316667;754;COCO;2,073460539;679,4101775;-12,97792276;16,67714977
EPDcoretop_E677;43;38,5;1077;COST;10,78375483;507,9654139;0,112420648;21,94825045
EPDcoretop_E684;16,25;50,1;804;COCO;8,00744007;805,5608475;-1,428162416;17,22602717
EPDcoretop_E686;29,516944;60,502222;715;COCO;4,544365605;739,7715497;-6,484366099;16,41740259
EPDcoretop_E697;22,383333;58,466667;599;COCO;6,599890282;649,4423532;-2,111760696;16,39564164
EPDcoretop_E698;0,333333;52,683333;677;TUND;10,00160638;676,0749328;4,372360071;16,08633868
EPDcoretop_E699;-0,051389;52,333333;713;COST;9,895511051;649,5856583;4,175495863;16,11165778
EPDcoretop_E70;27,733333;42,366667;737;TEDE;13,19386009;681,9435078;4,866986752;21,95194372
EPDcoretop_E705;22,866667;62,133333;650;TAIG;3,816816608;706,4559281;-6,474083106;15,09108353
EPDcoretop_E71;27,733333;42,366667;200;TEDE;13,19386009;681,9435078;4,866986752;21,95194372
EPDcoretop_E711;14,330556;49,833333;1648;COST;8,390530259;714,8995507;-0,719369846;17,43234062
EPDcoretop_E712;14,330556;49,833333;1700;COST;8,390530259;714,8995507;-0,719369846;17,43234062
EPDcoretop_E713;13,1;47,983333;2180;COCO;7,418723454;1351,372397;-1,800041;16,33655262
EPDcoretop_E715;11,025;46,858333;2240;COCO;-1,92797966;1371,691332;-10,81372197;6,657694817
EPDcoretop_E718;59,266667;54,9;830;COCO;0,407630254;703,8644314;-13,93201955;14,48413436
EPDcoretop_E726;13,75;50,75;1206;COMX;6,574122846;851,3737392;-2,134359797;15,25916354
EPDcoretop_E727;27,716667;70,833333;615;CLMX;-1,013154609;801,0182512;-9,542290688;8,776304563
EPDcoretop_E728;27,633333;70,433333;870;CLMX;-1,952862978;625,5325413;-11,65238825;8,81050237
EPDcoretop_E730;14,666667;53,916667;460;CLMX;8,839032142;769,4591618;0,8552012;17,21919568
EPDcoretop_E733;-5,866667;57,133333;231;CLMX;8,342435539;1980,733287;4,180253744;12,75711664
EPDcoretop_E737;3;43,266667;790;COST;13,84227935;832,584182;6,708962123;21,69696617
EPDcoretop_E738;6,594167;44,963889;481;COST;0,527791878;1117,807796;-8,459033648;9,983447552
EPDcoretop_E739;6,594167;44,918889;498;TEDE;1,829043664;1081,75081;-7,305088838;11,57114665
EPDcoretop_E740;18,166667;54,7;237;COCO;7,911800578;706,6484284;-0,260751108;16,50880241
EPDcoretop_E742;12,3;47,65;240;COCO;5,511785607;1749,326112;-3,604679505;14,4641482
EPDcoretop_E743;12,3;47,65;1336;COMX;5,511785607;1749,326112;-3,604679505;14,4641482
EPDcoretop_E745;27,866667;70,000833;1105;COCO;-1,114228735;556,769287;-11,1723121;10,08250427
EPDcoretop_E746;8,878889;50,116667;1513;COMX;9,834127064;750,8258951;1,534028033;18,3024044
EPDcoretop_E747;22,083333;68,691667;423;COCO;-2,295813749;656,1182106;-13,04593849;9,781218529
EPDcoretop_E749;8,868889;53,438889;478;CLMX;9,325988005;842,0994902;1,97888577;16,79314295
EPDcoretop_E750;14,666667;53,833333;460;COST;8,824540976;739,9205661;0,587903991;17,35419337
EPDcoretop_E76;27,833333;43,2;1425;TEDE;11,88477361;578,321346;2,542643229;21,40060043
EPDcoretop_E764;2,643056;45,337778;685;COST;8,29206562;1303,08182;1,238370419;15,66622925
EPDcoretop_E785;17,216667;50,083333;497;COMX;5,439826573;969,279896;-3,827143987;14,48379962
EPDcoretop_E80;-1,55;43,25;1258;TEDE;12,58970018;1423,710887;7,169119358;18,03906759
EPDcoretop_E810;28;51,2;1400;COMX;7,432162305;734,9571919;-3,731449763;18,30804062
EPDcoretop_E813;2,859167;45,139444;1080;COST;6,500151642;1328,6427;-0,297628611;13,75287628
EPDcoretop_E814;28;51,2;1440;COCO;7,432162305;734,9571919;-3,731449763;18,30804062
EPDcoretop_E820;-7,636111;40,362778;1645;XERO;10,31311633;1059,902855;4,074093898;17,40584819
EPDcoretop_E835;17,216667;50,05;1520;COCO;5,439826573;969,279896;-3,827143987;14,48379962
EPDcoretop_E878;24,1;48,9;25;COCO;6,610600247;1043,850682;-3,849774361;16,56268311
EPDcoretop_E888;-0,788889;48,116667;780;COST;11,10519111;775,4665768;4,920952002;17,58368556
EPDcoretop_E890;20,833333;50,85;780;COST;7,695767154;746,5516376;-2,254659891;17,39255969
EPDcoretop_E893;-0,227361;41,407222;598;XERO;14,97067746;396,2005144;6,885867119;23,73521805
EPDcoretop_E898;24,283333;59,033333;255;COCO;5,61850968;748,1525373;-4,090445757;16,07538255
EPDcoretop_E9;28,416667;70,183333;243;TAIG;-1,58202445;553,4575331;-11,91794173;9,815826734
EPDcoretop_E900;13,733333;55,5;345;COCO;8,009625249;646,5879035;0,385724356;16,27681351
EPDcoretop_E903;6,423056;46,823611;122;COMX;7,051775673;1713,398173;-0,791055764;14,91964118
EPDcoretop_E905;7,8075;45,820833;366;COST;1,702428222;1553,818331;-7,158421675;10,90254434
EPDcoretop_E907;6,633333;44,9975;401;COST;0,527791878;1117,807796;-8,459033648;9,983447552
EPDcoretop_E912;-5,501389;56,384444;263;COST;7,958238582;2088,358197;3,398972591;12,74356556
EPDcoretop_E918;-0,216667;41,033333;517;HODE;13,77585312;443,9265186;6,163821697;22,25503858
EPDcoretop_E919;-0,166667;41,233333;123;XERO;15,39811877;343,8831729;7,409625848;24,12483533
EPDcoretop_E921;7,833333;45,816944;137;COST;1,702428222;1553,818331;-7,158421675;10,90254434
EPDcoretop_E924;-4,430034;55,092103;1225;TEDE;7,660085936;1357,973907;2,894829988;12,78094196
EPDcoretop_E925;-7,288235;57,324041;458;TUND;9,265959501;1390,770614;6,424532731;12,49673589
EPDcoretop_E930;7,761111;45,684722;430;COST;4,503547351;1352,243149;-4,648807526;14,03592777
EPDcoretop_E932;15,6;40,944444;870;TEDE;12,46504537;686,853776;4,446378231;21,34744644
EPDcoretop_E941;-5,343611;57,558889;150;CLMX;6,376469254;1737,788665;1,690630356;11,36437352
EPDcoretop_E948;-3,8;57,083333;1040;CLMX;4,915517315;1117,880287;-0,398910185;10,71380933
EPDcoretop_E949;30,875;38,275;969;COST;11,29919824;490,8756164;1,052515856;21,49111303
EPDcoretop_E950;14,9;49,216667;102;COCO;8,117904241;758,4851038;-1,201805055;17,26473745
EPDcoretop_E957;21,418056;53,768056;25;COMX;7,411011418;715,5582297;-2,446351449;17,24264717
EPDcoretop_E959;6,27;49,691667;660;COMX;8,905167644;844,1562152;1,385639608;16,62229347
EPDcoretop_E963;-1,893056;47,018889;800;COST;12,40645738;721,4343417;6,57388862;18,48608335
